user_id,signup_date,platform,acquisition_channel,country,plan
104426,2026-08-09,Mobile,Referral,India,Free
104427,2026-07-15,Mobile,Content,India,Free
104428,2026-08-25,Mobile,Paid Search,India,Free
104429,2026-07-19,Mobile,Content,India,Free
104430,2026-07-21,Mobile,Organic,India,Free
104431,2026-08-25,Mobile,Organic,UK,Pro Trial
104432,2026-07-07,Desktop,Paid Search,Australia,Free
104433,2026-08-22,Mobile,Organic,India,Free
104434,2026-08-29,Mobile,Referral,India,Free
104435,2026-08-01,Desktop,Organic,India,Free
104436,2026-09-04,Mobile,Paid Search,US,Free
104437,2026-07-09,Mobile,Paid Search,UK,Free
104438,2026-08-27,Mobile,Paid Search,US,Free
104439,2026-07-18,Mobile,Organic,India,Free
104440,2026-07-14,Mobile,Organic,India,Free
104441,2026-08-29,Desktop,Referral,India,Free
104442,2026-07-10,Mobile,Paid Search,India,Free
104443,2026-07-31,Desktop,Paid Search,Australia,Free
104444,2026-07-02,Mobile,Referral,Australia,Pro Trial
104445,2026-08-10,Mobile,Organic,US,Free
104446,2026-07-13,Mobile,Content,US,Free
104447,2026-08-11,Desktop,Organic,India,Free
104448,2026-07-05,Mobile,Organic,India,Free
104449,2026-09-06,Mobile,Content,UK,Free
104450,2026-08-01,Mobile,Referral,India,Free
104451,2026-08-18,Mobile,Paid Social,UK,Pro Trial
104452,2026-07-30,Desktop,Paid Search,India,Free
104453,2026-08-12,Mobile,Organic,India,Pro Trial
104454,2026-09-01,Mobile,Organic,India,Free
104455,2026-08-19,Mobile,Organic,India,Pro Trial
104456,2026-08-06,Desktop,Paid Search,India,Free
104457,2026-07-04,Mobile,Referral,India,Free
104458,2026-08-07,Desktop,Organic,India,Free
104459,2026-08-05,Desktop,Organic,US,Pro Trial
104460,2026-07-06,Desktop,Paid Search,Australia,Free
104461,2026-09-03,Mobile,Organic,US,Free
104462,2026-08-08,Mobile,Content,India,Pro Trial
104463,2026-08-09,Mobile,Referral,Australia,Pro Trial
104464,2026-07-16,Mobile,Paid Social,UK,Free
104465,2026-07-11,Mobile,Organic,Canada,Pro Trial
104466,2026-07-07,Desktop,Organic,India,Free
104467,2026-07-25,Desktop,Organic,India,Free
104468,2026-07-16,Desktop,Paid Social,India,Free
104469,2026-08-09,Desktop,Referral,India,Pro Trial
104470,2026-08-16,Mobile,Referral,US,Pro Trial
104471,2026-07-22,Mobile,Referral,India,Free
104472,2026-08-14,Mobile,Paid Social,India,Pro Trial
104473,2026-07-14,Desktop,Referral,India,Free
104474,2026-09-02,Desktop,Content,US,Free
104475,2026-07-10,Desktop,Content,India,Free
104476,2026-09-04,Desktop,Organic,India,Pro Trial
104477,2026-08-30,Mobile,Organic,India,Free
104478,2026-08-04,Mobile,Organic,India,Pro Trial
104479,2026-07-05,Desktop,Organic,India,Pro Trial
104480,2026-08-08,Desktop,Paid Social,India,Pro Trial
104481,2026-08-05,Mobile,Paid Search,India,Free
104482,2026-08-22,Mobile,Paid Social,India,Free
104483,2026-07-24,Desktop,Paid Search,UK,Free
104484,2026-08-23,Desktop,Referral,US,Free
104485,2026-08-29,Mobile,Referral,US,Free
104486,2026-07-09,Mobile,Paid Social,India,Free
104487,2026-08-07,Mobile,Organic,India,Free
104488,2026-07-05,Desktop,Paid Search,India,Free
104489,2026-07-02,Mobile,Content,Canada,Free
104490,2026-08-07,Mobile,Organic,India,Free
104491,2026-09-04,Desktop,Content,Canada,Free
104492,2026-07-31,Mobile,Organic,UK,Free
104493,2026-07-21,Mobile,Organic,Canada,Free
104494,2026-08-24,Desktop,Organic,India,Free
104495,2026-08-10,Desktop,Organic,US,Free
104496,2026-07-02,Mobile,Content,India,Free
104497,2026-07-11,Mobile,Organic,India,Free
104498,2026-08-11,Desktop,Paid Social,India,Free
104499,2026-08-16,Desktop,Organic,India,Free
104500,2026-07-15,Mobile,Organic,India,Free
104501,2026-08-10,Desktop,Organic,US,Free
104502,2026-08-08,Mobile,Organic,India,Free
104503,2026-08-11,Mobile,Paid Search,Australia,Free
104504,2026-08-28,Desktop,Organic,India,Free
104505,2026-08-15,Mobile,Content,UK,Pro Trial
104506,2026-07-07,Mobile,Organic,UK,Free
104507,2026-09-02,Mobile,Organic,India,Pro Trial
104508,2026-08-01,Desktop,Organic,India,Pro Trial
104509,2026-07-22,Mobile,Content,India,Pro Trial
104510,2026-08-15,Desktop,Paid Search,India,Pro Trial
104511,2026-07-20,Mobile,Paid Social,US,Pro Trial
104512,2026-07-18,Mobile,Paid Search,India,Free
104513,2026-07-03,Mobile,Referral,India,Free
104514,2026-08-06,Mobile,Organic,India,Free
104515,2026-08-07,Mobile,Paid Social,India,Free
104516,2026-07-30,Desktop,Organic,Australia,Free
104517,2026-08-17,Mobile,Paid Search,US,Free
104518,2026-08-17,Mobile,Referral,India,Free
104519,2026-07-17,Desktop,Referral,India,Free
104520,2026-07-08,Mobile,Organic,India,Free
104521,2026-07-10,Desktop,Organic,India,Free
104522,2026-07-07,Mobile,Content,Australia,Free
104523,2026-09-04,Mobile,Paid Search,India,Free
104524,2026-08-07,Mobile,Paid Search,India,Free
104525,2026-07-02,Mobile,Organic,India,Pro Trial
104526,2026-09-02,Mobile,Paid Search,US,Free
104527,2026-07-04,Desktop,Organic,India,Free
104528,2026-07-23,Desktop,Organic,India,Free
104529,2026-08-06,Mobile,Paid Search,Canada,Free
104530,2026-07-29,Mobile,Paid Search,Canada,Free
104531,2026-08-18,Mobile,Referral,India,Free
104532,2026-09-05,Mobile,Referral,India,Free
104533,2026-08-15,Mobile,Paid Social,US,Pro Trial
104534,2026-08-12,Desktop,Organic,UK,Pro Trial
104535,2026-07-23,Mobile,Organic,US,Free
104536,2026-08-01,Mobile,Organic,UK,Pro Trial
104537,2026-08-23,Desktop,Organic,Australia,Free
104538,2026-07-20,Desktop,Referral,US,Free
104539,2026-08-28,Desktop,Paid Search,India,Free
104540,2026-08-06,Mobile,Organic,US,Pro Trial
104541,2026-07-19,Mobile,Organic,India,Free
104542,2026-07-09,Mobile,Content,Australia,Free
104543,2026-09-06,Desktop,Referral,UK,Free
104544,2026-07-03,Mobile,Referral,India,Free
104545,2026-07-02,Mobile,Content,Australia,Free
104546,2026-07-27,Mobile,Paid Search,US,Free
104547,2026-08-21,Mobile,Paid Social,US,Pro Trial
104548,2026-08-09,Mobile,Paid Search,Canada,Pro Trial
104549,2026-08-28,Mobile,Organic,Canada,Free
104550,2026-07-24,Mobile,Paid Social,US,Free
104551,2026-08-06,Desktop,Organic,India,Free
104552,2026-08-14,Mobile,Paid Search,US,Pro Trial
104553,2026-09-07,Desktop,Organic,India,Free
104554,2026-08-03,Mobile,Paid Search,UK,Free
104555,2026-07-07,Mobile,Referral,India,Pro Trial
104556,2026-07-09,Mobile,Paid Search,US,Free
104557,2026-08-24,Mobile,Content,US,Free
104558,2026-08-04,Mobile,Referral,Australia,Free
104559,2026-08-17,Desktop,Referral,Canada,Free
104560,2026-08-26,Desktop,Organic,India,Free
104561,2026-07-22,Desktop,Referral,India,Free
104562,2026-08-15,Mobile,Content,US,Free
104563,2026-08-11,Mobile,Paid Search,India,Pro Trial
104564,2026-07-21,Mobile,Paid Search,India,Free
104565,2026-08-19,Desktop,Organic,India,Free
104566,2026-08-18,Mobile,Paid Social,Australia,Free
104567,2026-07-27,Desktop,Paid Social,India,Free
104568,2026-07-24,Mobile,Organic,India,Free
104569,2026-08-24,Mobile,Organic,US,Free
104570,2026-07-03,Mobile,Paid Social,India,Free
104571,2026-09-03,Mobile,Organic,India,Free
104572,2026-07-05,Desktop,Paid Search,Australia,Pro Trial
104573,2026-07-12,Mobile,Organic,Australia,Free
104574,2026-08-28,Mobile,Organic,India,Free
104575,2026-08-31,Mobile,Referral,US,Free
104576,2026-08-28,Mobile,Paid Search,UK,Free
104577,2026-08-11,Desktop,Paid Search,India,Free
104578,2026-08-10,Mobile,Paid Search,US,Free
104579,2026-09-02,Desktop,Organic,Canada,Free
104580,2026-08-16,Mobile,Organic,Canada,Free
104581,2026-07-18,Desktop,Paid Social,Canada,Free
104582,2026-07-09,Desktop,Organic,US,Free
104583,2026-08-04,Desktop,Organic,India,Free
104584,2026-08-21,Mobile,Organic,India,Free
104585,2026-07-30,Mobile,Paid Social,Australia,Free
104586,2026-09-07,Desktop,Organic,US,Free
104587,2026-08-05,Mobile,Organic,UK,Pro Trial
104588,2026-07-28,Desktop,Paid Social,India,Free
104589,2026-08-09,Desktop,Paid Search,India,Free
104590,2026-09-02,Desktop,Paid Search,US,Free
104591,2026-07-12,Mobile,Referral,Canada,Pro Trial
104592,2026-07-17,Mobile,Paid Search,UK,Free
104593,2026-08-21,Mobile,Paid Search,US,Free
104594,2026-07-17,Mobile,Organic,India,Free
104595,2026-07-06,Mobile,Paid Social,US,Free
104596,2026-07-03,Desktop,Paid Social,UK,Free
104597,2026-08-15,Desktop,Paid Search,US,Free
104598,2026-09-03,Mobile,Paid Search,India,Pro Trial
104599,2026-08-22,Mobile,Content,Canada,Free
104600,2026-08-08,Desktop,Organic,India,Free
104601,2026-08-28,Desktop,Paid Search,US,Free
104602,2026-07-12,Desktop,Organic,India,Free
104603,2026-08-28,Mobile,Paid Social,India,Free
104604,2026-07-18,Mobile,Paid Social,US,Free
104605,2026-07-27,Mobile,Paid Social,US,Free
104606,2026-08-23,Desktop,Content,India,Free
104607,2026-07-16,Mobile,Paid Social,India,Free
104608,2026-08-02,Desktop,Content,India,Free
104609,2026-09-02,Mobile,Paid Social,India,Free
104610,2026-09-01,Mobile,Organic,US,Free
104611,2026-07-16,Desktop,Organic,Australia,Free
104612,2026-08-08,Desktop,Content,UK,Free
104613,2026-07-13,Mobile,Referral,India,Pro Trial
104614,2026-07-09,Desktop,Paid Social,US,Pro Trial
104615,2026-08-18,Mobile,Organic,India,Free
104616,2026-07-15,Mobile,Referral,Australia,Free
104617,2026-08-12,Mobile,Paid Social,India,Free
104618,2026-09-03,Mobile,Paid Search,India,Free
104619,2026-07-30,Desktop,Paid Search,India,Pro Trial
104620,2026-07-10,Mobile,Organic,India,Free
104621,2026-09-07,Mobile,Organic,India,Pro Trial
104622,2026-07-22,Desktop,Paid Search,Canada,Free
104623,2026-09-04,Desktop,Content,India,Free
104624,2026-07-21,Mobile,Paid Search,India,Free
104625,2026-08-22,Mobile,Paid Social,Canada,Free
104626,2026-09-01,Mobile,Organic,UK,Free
104627,2026-08-14,Mobile,Organic,India,Free
104628,2026-07-14,Desktop,Organic,US,Free
104629,2026-08-08,Mobile,Referral,Canada,Pro Trial
104630,2026-08-24,Mobile,Organic,India,Free
104631,2026-08-24,Mobile,Paid Search,UK,Pro Trial
104632,2026-07-07,Mobile,Referral,Canada,Pro Trial
104633,2026-07-15,Mobile,Paid Search,US,Free
104634,2026-09-04,Desktop,Organic,US,Free
104635,2026-07-13,Desktop,Organic,Australia,Free
104636,2026-08-25,Mobile,Paid Search,US,Free
104637,2026-08-14,Mobile,Paid Social,US,Free
104638,2026-07-15,Mobile,Paid Social,Australia,Free
104639,2026-08-12,Mobile,Organic,India,Free
104640,2026-07-13,Desktop,Content,India,Free
104641,2026-07-24,Mobile,Organic,US,Free
104642,2026-07-17,Mobile,Organic,India,Pro Trial
104643,2026-08-19,Mobile,Organic,Canada,Free
104644,2026-08-30,Mobile,Paid Search,US,Free
104645,2026-08-05,Mobile,Paid Search,India,Free
104646,2026-08-21,Mobile,Paid Search,India,Free
104647,2026-07-21,Mobile,Organic,India,Free
104648,2026-09-04,Mobile,Referral,Canada,Free
104649,2026-07-30,Mobile,Organic,Canada,Free
104650,2026-08-01,Mobile,Paid Search,Australia,Free
104651,2026-07-17,Desktop,Content,US,Free
104652,2026-08-18,Mobile,Referral,India,Free
104653,2026-08-21,Desktop,Referral,Canada,Free
104654,2026-08-16,Mobile,Paid Social,India,Free
104655,2026-07-09,Mobile,Content,US,Free
104656,2026-07-28,Mobile,Organic,India,Free
104657,2026-08-02,Desktop,Organic,Canada,Pro Trial
104658,2026-07-22,Mobile,Paid Search,India,Free
104659,2026-08-30,Mobile,Paid Search,Canada,Free
104660,2026-08-26,Desktop,Paid Search,India,Free
104661,2026-07-14,Mobile,Paid Social,India,Free
104662,2026-08-05,Desktop,Content,India,Pro Trial
104663,2026-07-29,Desktop,Referral,Australia,Free
104664,2026-08-19,Desktop,Organic,US,Free
104665,2026-07-03,Mobile,Organic,India,Free
104666,2026-08-07,Desktop,Content,UK,Pro Trial
104667,2026-08-30,Desktop,Content,India,Free
104668,2026-07-29,Mobile,Organic,India,Pro Trial
104669,2026-07-16,Mobile,Organic,India,Free
104670,2026-07-25,Mobile,Referral,India,Free
104671,2026-08-21,Desktop,Content,Canada,Free
104672,2026-07-13,Desktop,Organic,India,Free
104673,2026-07-10,Desktop,Paid Search,Canada,Pro Trial
104674,2026-07-19,Mobile,Content,Australia,Free
104675,2026-07-12,Mobile,Organic,US,Free
104676,2026-07-02,Mobile,Organic,US,Pro Trial
104677,2026-08-14,Mobile,Organic,Canada,Free
104678,2026-08-19,Desktop,Paid Search,US,Pro Trial
104679,2026-08-06,Desktop,Referral,India,Pro Trial
104680,2026-07-18,Mobile,Organic,India,Pro Trial
104681,2026-07-07,Mobile,Organic,Australia,Free
104682,2026-08-28,Desktop,Content,UK,Pro Trial
104683,2026-09-07,Mobile,Paid Social,India,Free
104684,2026-09-04,Desktop,Content,India,Free
104685,2026-08-01,Desktop,Organic,US,Free
104686,2026-08-31,Mobile,Organic,India,Free
104687,2026-07-21,Desktop,Referral,US,Free
104688,2026-07-21,Mobile,Paid Search,India,Free
104689,2026-07-05,Desktop,Organic,India,Free
104690,2026-07-10,Mobile,Organic,UK,Pro Trial
104691,2026-08-12,Mobile,Paid Search,UK,Free
104692,2026-08-01,Mobile,Organic,India,Pro Trial
104693,2026-08-16,Desktop,Paid Social,UK,Free
104694,2026-07-24,Mobile,Organic,US,Free
104695,2026-07-26,Mobile,Referral,India,Free
104696,2026-08-31,Mobile,Organic,India,Pro Trial
104697,2026-08-02,Desktop,Organic,India,Free
104698,2026-07-08,Desktop,Organic,US,Free
104699,2026-07-18,Mobile,Paid Social,US,Free
104700,2026-09-03,Desktop,Content,India,Free
104701,2026-09-02,Mobile,Paid Social,US,Free
104702,2026-08-30,Mobile,Organic,Australia,Free
104703,2026-08-30,Mobile,Organic,India,Pro Trial
104704,2026-08-05,Desktop,Content,India,Pro Trial
104705,2026-07-05,Desktop,Referral,India,Free
104706,2026-08-20,Mobile,Paid Search,US,Free
104707,2026-08-20,Mobile,Paid Search,India,Free
104708,2026-07-31,Mobile,Organic,UK,Free
104709,2026-08-05,Desktop,Organic,UK,Free
104710,2026-07-01,Desktop,Paid Social,UK,Free
104711,2026-08-25,Mobile,Organic,Canada,Pro Trial
104712,2026-08-10,Mobile,Organic,US,Pro Trial
104713,2026-08-30,Desktop,Paid Social,Canada,Free
104714,2026-08-04,Desktop,Organic,India,Free
104715,2026-07-29,Desktop,Organic,Australia,Free
104716,2026-07-09,Mobile,Organic,India,Free
104717,2026-07-05,Mobile,Paid Search,India,Pro Trial
104718,2026-07-20,Mobile,Organic,US,Free
104719,2026-07-03,Mobile,Paid Search,US,Free
104720,2026-07-25,Desktop,Organic,US,Free
104721,2026-08-26,Mobile,Referral,India,Free
104722,2026-07-05,Mobile,Paid Social,India,Pro Trial
104723,2026-07-13,Mobile,Organic,India,Free
104724,2026-08-09,Mobile,Paid Search,India,Pro Trial
104725,2026-07-10,Mobile,Paid Search,India,Pro Trial
104726,2026-08-25,Desktop,Paid Social,Canada,Free
104727,2026-07-05,Mobile,Organic,India,Free
104728,2026-08-26,Mobile,Organic,India,Pro Trial
104729,2026-08-08,Desktop,Organic,US,Free
104730,2026-08-18,Mobile,Referral,Canada,Free
104731,2026-07-08,Desktop,Referral,US,Pro Trial
104732,2026-08-08,Mobile,Organic,UK,Free
104733,2026-07-16,Mobile,Organic,UK,Free
104734,2026-07-26,Mobile,Paid Social,Canada,Free
104735,2026-07-25,Mobile,Paid Search,Canada,Free
104736,2026-08-07,Desktop,Organic,UK,Free
104737,2026-07-09,Desktop,Organic,India,Pro Trial
104738,2026-08-28,Mobile,Referral,India,Pro Trial
104739,2026-07-14,Mobile,Organic,India,Free
104740,2026-07-06,Mobile,Paid Search,US,Pro Trial
104741,2026-08-10,Mobile,Paid Search,India,Free
104742,2026-08-21,Mobile,Organic,India,Free
104743,2026-08-06,Mobile,Organic,Canada,Free
104744,2026-08-28,Mobile,Content,India,Free
104745,2026-08-08,Mobile,Referral,India,Free
104746,2026-09-07,Mobile,Organic,India,Free
104747,2026-07-03,Desktop,Paid Social,US,Pro Trial
104748,2026-07-18,Mobile,Paid Social,Canada,Pro Trial
104749,2026-07-13,Mobile,Organic,UK,Free
104750,2026-08-24,Desktop,Organic,UK,Free
104751,2026-08-24,Mobile,Referral,US,Free
104752,2026-08-03,Desktop,Organic,India,Free
104753,2026-07-12,Desktop,Paid Search,US,Free
104754,2026-07-21,Mobile,Organic,India,Free
104755,2026-07-20,Mobile,Referral,UK,Pro Trial
104756,2026-07-20,Desktop,Content,US,Free
104757,2026-08-26,Mobile,Referral,US,Free
104758,2026-08-14,Mobile,Referral,US,Free
104759,2026-07-31,Mobile,Content,India,Free
104760,2026-07-03,Desktop,Paid Social,US,Pro Trial
104761,2026-07-23,Desktop,Paid Search,US,Free
104762,2026-08-16,Desktop,Paid Social,Australia,Free
104763,2026-07-20,Desktop,Paid Search,US,Pro Trial
104764,2026-08-01,Desktop,Paid Social,UK,Pro Trial
104765,2026-08-05,Mobile,Organic,India,Pro Trial
104766,2026-08-04,Mobile,Paid Search,India,Free
104767,2026-07-18,Mobile,Organic,India,Free
104768,2026-07-14,Mobile,Paid Social,US,Free
104769,2026-07-08,Mobile,Organic,US,Pro Trial
104770,2026-07-16,Desktop,Paid Search,India,Free
104771,2026-07-30,Mobile,Referral,US,Free
104772,2026-07-18,Mobile,Organic,UK,Free
104773,2026-07-05,Mobile,Referral,India,Free
104774,2026-08-01,Mobile,Referral,US,Free
104775,2026-08-22,Mobile,Paid Social,US,Free
104776,2026-08-04,Mobile,Paid Search,US,Pro Trial
104777,2026-08-24,Mobile,Referral,UK,Free
104778,2026-08-21,Desktop,Referral,India,Pro Trial
104779,2026-07-22,Mobile,Referral,Canada,Free
104780,2026-07-01,Mobile,Referral,India,Free
104781,2026-08-24,Mobile,Paid Social,US,Free
104782,2026-07-21,Desktop,Organic,Australia,Pro Trial
104783,2026-07-22,Desktop,Content,UK,Free
104784,2026-07-14,Desktop,Paid Search,Canada,Free
104785,2026-07-09,Mobile,Organic,UK,Free
104786,2026-07-18,Desktop,Paid Social,India,Pro Trial
104787,2026-08-08,Desktop,Organic,India,Free
104788,2026-08-08,Mobile,Paid Search,India,Free
104789,2026-09-01,Mobile,Organic,Canada,Pro Trial
104790,2026-08-07,Desktop,Organic,US,Pro Trial
104791,2026-08-20,Mobile,Paid Social,India,Free
104792,2026-07-01,Mobile,Paid Search,India,Pro Trial
104793,2026-07-13,Desktop,Referral,Canada,Free
104794,2026-07-04,Mobile,Paid Search,India,Free
104795,2026-07-30,Mobile,Paid Social,UK,Free
104796,2026-07-23,Mobile,Paid Social,US,Free
104797,2026-07-13,Desktop,Referral,UK,Free
104798,2026-07-15,Desktop,Paid Search,India,Free
104799,2026-08-28,Desktop,Paid Search,UK,Pro Trial
104800,2026-09-03,Desktop,Content,India,Free
104801,2026-08-09,Desktop,Organic,US,Free
104802,2026-08-27,Mobile,Paid Search,US,Free
104803,2026-08-15,Mobile,Paid Search,US,Free
104804,2026-07-04,Mobile,Organic,UK,Free
104805,2026-08-31,Mobile,Organic,India,Free
104806,2026-07-19,Mobile,Referral,India,Free
104807,2026-09-07,Mobile,Paid Search,India,Free
104808,2026-07-30,Desktop,Organic,US,Pro Trial
104809,2026-08-17,Mobile,Organic,US,Free
104810,2026-08-11,Desktop,Paid Search,India,Free
104811,2026-07-02,Mobile,Organic,India,Free
104812,2026-09-03,Mobile,Paid Social,India,Free
104813,2026-07-12,Mobile,Content,US,Free
104814,2026-09-04,Mobile,Organic,India,Free
104815,2026-07-30,Mobile,Referral,UK,Free
104816,2026-07-07,Desktop,Paid Social,India,Free
104817,2026-07-15,Desktop,Organic,India,Free
104818,2026-08-23,Desktop,Paid Social,India,Free
104819,2026-08-03,Desktop,Organic,Canada,Free
104820,2026-07-12,Desktop,Organic,India,Pro Trial
104821,2026-08-13,Mobile,Referral,India,Pro Trial
104822,2026-08-30,Mobile,Organic,India,Free
104823,2026-07-07,Desktop,Paid Search,India,Pro Trial
104824,2026-08-26,Mobile,Paid Social,India,Free
104825,2026-08-29,Mobile,Paid Search,India,Free
104826,2026-08-18,Mobile,Organic,India,Free
104827,2026-07-21,Mobile,Organic,India,Free
104828,2026-09-02,Desktop,Organic,UK,Free
104829,2026-08-29,Mobile,Paid Search,India,Free
104830,2026-08-25,Mobile,Organic,US,Pro Trial
104831,2026-09-03,Mobile,Referral,Australia,Pro Trial
104832,2026-07-04,Mobile,Organic,India,Free
104833,2026-08-05,Mobile,Paid Search,Canada,Pro Trial
104834,2026-07-14,Desktop,Paid Search,Australia,Free
104835,2026-09-06,Desktop,Paid Search,India,Free
104836,2026-08-28,Mobile,Paid Social,India,Free
104837,2026-09-07,Mobile,Organic,Canada,Free
104838,2026-08-24,Mobile,Referral,UK,Free
104839,2026-08-23,Mobile,Paid Search,US,Pro Trial
104840,2026-08-13,Desktop,Paid Search,India,Pro Trial
104841,2026-07-08,Mobile,Organic,UK,Free
104842,2026-08-28,Desktop,Paid Search,UK,Free
104843,2026-08-26,Mobile,Paid Search,Canada,Free
104844,2026-09-02,Mobile,Paid Social,India,Free
104845,2026-08-19,Mobile,Paid Social,Australia,Free
104846,2026-08-09,Mobile,Paid Search,US,Pro Trial
104847,2026-07-30,Desktop,Organic,India,Free
104848,2026-08-10,Mobile,Paid Social,India,Free
104849,2026-08-14,Desktop,Organic,India,Free
104850,2026-08-16,Mobile,Paid Search,India,Free
104851,2026-08-03,Mobile,Organic,UK,Pro Trial
104852,2026-07-25,Mobile,Organic,India,Pro Trial
104853,2026-08-20,Mobile,Paid Search,Canada,Free
104854,2026-07-21,Mobile,Paid Social,India,Free
104855,2026-09-02,Desktop,Paid Search,India,Free
104856,2026-08-09,Desktop,Referral,India,Free
104857,2026-07-01,Mobile,Paid Social,US,Free
104858,2026-08-18,Mobile,Paid Social,India,Free
104859,2026-08-31,Mobile,Organic,Canada,Free
104860,2026-07-02,Mobile,Paid Search,US,Free
104861,2026-07-22,Mobile,Content,India,Free
104862,2026-08-26,Mobile,Content,US,Pro Trial
104863,2026-07-11,Mobile,Content,US,Free
104864,2026-07-30,Desktop,Paid Search,India,Free
104865,2026-08-14,Desktop,Organic,Australia,Free
104866,2026-07-19,Mobile,Organic,India,Free
104867,2026-08-06,Mobile,Organic,India,Free
104868,2026-07-15,Mobile,Organic,Canada,Free
104869,2026-09-04,Mobile,Organic,US,Free
104870,2026-07-20,Mobile,Organic,India,Free
104871,2026-07-26,Mobile,Organic,India,Free
104872,2026-07-13,Mobile,Organic,India,Pro Trial
104873,2026-07-13,Mobile,Paid Search,US,Free
104874,2026-07-31,Mobile,Paid Social,India,Free
104875,2026-07-09,Mobile,Paid Search,India,Free
104876,2026-08-21,Mobile,Organic,India,Pro Trial
104877,2026-07-05,Desktop,Organic,India,Free
104878,2026-07-17,Desktop,Paid Search,India,Free
104879,2026-08-01,Mobile,Organic,Australia,Pro Trial
104880,2026-07-21,Mobile,Content,India,Free
104881,2026-08-16,Desktop,Organic,US,Free
104882,2026-08-26,Mobile,Organic,India,Free
104883,2026-08-19,Mobile,Content,India,Free
104884,2026-07-31,Mobile,Content,India,Free
104885,2026-08-19,Desktop,Paid Social,India,Free
104886,2026-08-02,Mobile,Referral,India,Free
104887,2026-08-30,Mobile,Organic,Canada,Free
104888,2026-08-13,Mobile,Paid Social,India,Free
104889,2026-07-31,Mobile,Content,India,Free
104890,2026-08-19,Desktop,Organic,US,Free
104891,2026-08-10,Desktop,Content,India,Free
104892,2026-07-11,Mobile,Paid Social,India,Free
104893,2026-08-17,Mobile,Organic,India,Pro Trial
104894,2026-09-05,Mobile,Referral,India,Free
104895,2026-08-29,Desktop,Paid Search,India,Free
104896,2026-07-19,Mobile,Paid Social,US,Pro Trial
104897,2026-08-02,Mobile,Paid Search,India,Free
104898,2026-07-13,Desktop,Paid Search,US,Free
104899,2026-08-30,Mobile,Referral,India,Free
104900,2026-08-28,Mobile,Organic,India,Pro Trial
104901,2026-08-19,Mobile,Content,India,Pro Trial
104902,2026-07-22,Mobile,Organic,US,Free
104903,2026-07-13,Mobile,Referral,US,Pro Trial
104904,2026-08-13,Desktop,Referral,India,Free
104905,2026-07-23,Mobile,Organic,UK,Free
104906,2026-08-01,Mobile,Paid Search,India,Free
104907,2026-07-16,Mobile,Organic,US,Free
104908,2026-07-28,Mobile,Referral,India,Free
104909,2026-07-23,Mobile,Paid Search,India,Pro Trial
104910,2026-07-29,Mobile,Paid Social,UK,Free
104911,2026-08-18,Desktop,Referral,Australia,Free
104912,2026-07-24,Desktop,Organic,Australia,Free
104913,2026-08-28,Desktop,Content,UK,Free
104914,2026-08-17,Desktop,Paid Social,Canada,Free
104915,2026-08-27,Desktop,Organic,India,Free
104916,2026-07-06,Mobile,Organic,UK,Free
104917,2026-07-29,Desktop,Paid Search,India,Free
104918,2026-07-15,Desktop,Paid Social,India,Free
104919,2026-08-09,Mobile,Referral,US,Pro Trial
104920,2026-08-28,Desktop,Paid Search,US,Free
104921,2026-09-06,Mobile,Paid Social,US,Free
104922,2026-08-12,Desktop,Organic,India,Free
104923,2026-08-10,Mobile,Paid Search,Canada,Pro Trial
104924,2026-08-30,Desktop,Paid Social,US,Free
104925,2026-08-10,Mobile,Organic,UK,Free
104926,2026-08-24,Mobile,Organic,India,Free
104927,2026-08-10,Desktop,Paid Social,US,Pro Trial
104928,2026-08-30,Mobile,Organic,India,Free
104929,2026-08-25,Mobile,Organic,India,Free
104930,2026-08-20,Desktop,Referral,UK,Pro Trial
104931,2026-07-29,Mobile,Paid Search,India,Free
104932,2026-09-04,Mobile,Organic,Canada,Free
104933,2026-08-08,Desktop,Referral,Canada,Free
104934,2026-07-16,Desktop,Paid Social,India,Free
104935,2026-07-30,Desktop,Paid Search,US,Free
104936,2026-07-26,Mobile,Paid Search,US,Free
104937,2026-07-21,Mobile,Paid Social,US,Free
104938,2026-08-21,Mobile,Referral,Australia,Free
104939,2026-08-27,Desktop,Organic,US,Free
104940,2026-07-27,Desktop,Referral,US,Free
104941,2026-08-29,Mobile,Paid Social,Australia,Free
104942,2026-09-07,Desktop,Paid Search,UK,Free
104943,2026-07-21,Mobile,Paid Social,US,Pro Trial
104944,2026-09-03,Mobile,Referral,India,Pro Trial
104945,2026-08-09,Mobile,Referral,Australia,Pro Trial
104946,2026-07-15,Mobile,Referral,UK,Free
104947,2026-07-28,Desktop,Organic,India,Pro Trial
104948,2026-07-28,Desktop,Organic,India,Free
104949,2026-08-25,Mobile,Content,India,Free
104950,2026-08-18,Mobile,Paid Search,India,Pro Trial
104951,2026-07-08,Mobile,Organic,India,Free
104952,2026-08-23,Mobile,Organic,India,Free
104953,2026-07-08,Mobile,Paid Social,India,Free
104954,2026-08-25,Mobile,Paid Social,India,Free
104955,2026-07-08,Mobile,Paid Search,India,Pro Trial
104956,2026-07-19,Mobile,Organic,US,Free
104957,2026-08-17,Mobile,Organic,UK,Free
104958,2026-07-11,Mobile,Referral,Canada,Free
104959,2026-09-03,Mobile,Paid Search,Canada,Free
104960,2026-07-15,Desktop,Referral,India,Free
104961,2026-07-01,Mobile,Paid Social,UK,Free
104962,2026-07-30,Desktop,Organic,Canada,Free
